product_id,product_vendor,product_name,availability,size,colours,cost,category,sub_category,user_id,quantity_ordered,payment_details,delivery_address,order_status,date,month
494,4,Shirts White,84,Small,White,190.98,Men,Shirts,1145,1,netbanking,Tripura,Cancelled,26,October
495,13,Shirts MediumSeaGreen,44,Medium,MediumSeaGreen,582.72,Men,Shirts,993,1,netbanking,Chhattisgarh,Cancelled,14,October
496,26,Formals Khaki,41,Large,Khaki,268.05,Women,Formals,1405,1,UPI,Tamil Nadu,Cancelled,9,February
497,30,Trousers DodgerBlue,39,Small,DodgerBlue,972.56,Kids,Trousers,1049,4,UPI,Chhattisgarh,Delivered,16,October
498,7,Jeans LightCoral,80,Medium,LightCoral,738.37,Men,Jeans,936,1,cashondelivery,Gujarat,Cancelled,7,November
499,2,Ethnic GhostWhite,80,Medium,GhostWhite,335.97,Men,Ethnic,1318,1,netbanking,Manipur,Returned,13,September
500,10,Formals Gray,77,Small,Gray,445.21,Men,Formals,1477,3,netbanking,Himachal Pradesh,Returned,1,February
501,3,Jeans GoldenRod,40,Large,GoldenRod,163.75,Men,Jeans,581,2,UPI,Assam,Returned,18,August
502,11,Pants PowderBlue,69,Medium,PowderBlue,567.52,Men,Pants,450,2,cashondelivery,Rajasthan,Delivered,16,January
503,24,Formals Wheat,31,Medium,Wheat,646.47,Kids,Formals,1253,1,UPI,Odisha,Cancelled,2,May
504,3,Saree SlateBlue,40,Medium,SlateBlue,175.21,Men,Saree,1417,4,UPI,Kerala,Returned,27,December
505,21,Tops LightSlateGray,96,Medium,LightSlateGray,647.68,Women,Tops,267,2,cashondelivery,Sikkim,Cancelled,15,August
506,3,Jeans MediumSeaGreen,74,Large,MediumSeaGreen,899.71,Kids,Jeans,931,4,UPI,Tripura,Returned,30,May
507,20,Shirts Olive,79,Small,Olive,668.28,Kids,Shirts,1326,2,cashondelivery,Uttarakhand,Returned,8,November
508,28,Jeans CadetBlue,41,Medium,CadetBlue,990.28,Men,Jeans,1250,4,UPI,Jharkhand,Cancelled,3,January
509,5,T-Shirts Khaki,24,Large,Khaki,763.18,Women,T-Shirts,1488,1,netbanking,Haryana,Delivered,16,June
510,17,T-Shirts Moccasin,75,Small,Moccasin,725.84,Kids,T-Shirts,260,3,netbanking,Bihar,Delivered,2,May
511,27,Shirts LightGoldenRodYellow,94,Medium,LightGoldenRodYellow,197.44,Women,Shirts,401,2,UPI,Kerala,Cancelled,30,February
512,14,Tops Aquamarine,88,Small,Aquamarine,878.71,Men,Tops,673,4,cashondelivery,Bihar,Cancelled,24,March
513,22,Trousers Khaki,44,Small,Khaki,360.34,Men,Trousers,1368,4,netbanking,Jharkhand,Returned,28,May
514,4,Formals Silver,48,Small,Silver,507.68,Kids,Formals,669,1,cashondelivery,Uttarakhand,Delivered,2,January
515,25,T-Shirts LightBlue,46,Small,LightBlue,326.52,Women,T-Shirts,206,1,netbanking,Meghalaya,Returned,21,January
516,3,Tops SkyBlue,25,Large,SkyBlue,51.3,Men,Tops,498,4,cashondelivery,Uttarakhand,Cancelled,24,September
517,13,T-Shirts Fuchsia,14,Medium,Fuchsia,894.94,Kids,T-Shirts,364,2,UPI,Kerala,Cancelled,22,July
518,28,Formals Blue,97,Small,Blue,366.16,Women,Formals,184,1,cashondelivery,Kerala,Returned,27,December
519,23,Western SaddleBrown,4,Small,SaddleBrown,571.51,Women,Western,620,3,cashondelivery,Sikkim,Returned,18,December
520,7,Jeans Olive,79,Large,Olive,166.94,Men,Jeans,950,1,netbanking,Madhya Pradesh,Delivered,3,January
521,22,Casuals NavajoWhite,28,Medium,NavajoWhite,112.57,Men,Casuals,261,3,cashondelivery,Andhra Pradesh,Delivered,3,September
522,9,Tops DarkSlateBlue,65,Large,DarkSlateBlue,203.16,Men,Tops,606,1,netbanking,Bihar,Cancelled,19,May
523,9,Pants RoyalBlue,14,Large,RoyalBlue,499.48,Men,Pants,867,1,cashondelivery,Telangana,Cancelled,4,February
524,23,Trousers Olive,60,Medium,Olive,353.81,Women,Trousers,948,2,netbanking,Telangana,Delivered,12,November
525,21,Western LightGray,26,Medium,LightGray,573.94,Kids,Western,243,4,cashondelivery,Assam,Cancelled,11,July
526,6,Saree LightBlue,57,Medium,LightBlue,998.56,Women,Saree,795,2,UPI,Mizoram,Cancelled,25,February
527,30,Casuals DarkGreen,4,Medium,DarkGreen,224.35,Men,Casuals,425,4,cashondelivery,Karnataka,Delivered,15,November
528,5,Jeans Sienna,77,Large,Sienna,870.64,Kids,Jeans,1044,4,cashondelivery,Maharashtra,Delivered,13,November
529,29,Trousers DarkBlue,2,Small,DarkBlue,49.17,Women,Trousers,695,2,netbanking,Manipur,Delivered,18,April
530,5,T-Shirts BlueViolet,62,Medium,BlueViolet,260.48,Kids,T-Shirts,1171,2,cashondelivery,Kerala,Returned,4,April
531,4,Shirts MediumSpringGreen,5,Small,MediumSpringGreen,74.67,Kids,Shirts,854,1,cashondelivery,Haryana,Delivered,6,December
532,12,Pants Azure,2,Small,Azure,48.39,Kids,Pants,689,3,cashondelivery,Andhra Pradesh,Cancelled,4,December
533,26,Tops Green,90,Small,Green,272.45,Women,Tops,1304,1,netbanking,Punjab,Delivered,7,August
534,8,Western OrangeRed,47,Medium,OrangeRed,163.94,Kids,Western,459,3,cashondelivery,Sikkim,Delivered,5,June
535,13,Casuals LightGreen,7,Medium,LightGreen,950.41,Women,Casuals,1026,3,UPI,Arunachal Pradesh,Cancelled,25,January
536,12,Trousers LightYellow,81,Medium,LightYellow,64.93,Women,Trousers,287,2,netbanking,Maharashtra,Delivered,2,May
537,11,Shirts LawnGreen,36,Large,LawnGreen,246.96,Men,Shirts,239,3,UPI,Assam,Cancelled,4,November
538,9,Pants Moccasin,88,Small,Moccasin,146.59,Women,Pants,557,1,UPI,Bihar,Delivered,22,February
539,28,Shirts Coral,84,Small,Coral,52.6,Women,Shirts,325,4,UPI,Karnataka,Cancelled,18,February
540,14,Formals Wheat,10,Small,Wheat,182.17,Women,Formals,982,1,netbanking,Nagaland,Delivered,15,July
541,1,Ethnic DarkBlue,64,Large,DarkBlue,66.13,Men,Ethnic,1101,1,UPI,Uttar Pradesh,Returned,3,June
542,1,Trousers RoyalBlue,93,Small,RoyalBlue,585.58,Women,Trousers,532,2,netbanking,Haryana,Returned,10,September
543,8,Ethnic Ivory,96,Small,Ivory,744.93,Kids,Ethnic,1013,4,cashondelivery,Tripura,Delivered,8,February
544,12,Formals Olive,10,Small,Olive,769.46,Women,Formals,264,1,netbanking,Sikkim,Returned,24,August
545,27,Ethnic Pink,96,Small,Pink,993.54,Kids,Ethnic,593,1,cashondelivery,Manipur,Cancelled,24,June
546,5,Jeans DarkOrange,1,Medium,DarkOrange,28.75,Kids,Jeans,1218,4,UPI,West Bengal,Cancelled,17,December
547,22,Trousers Purple,50,Medium,Purple,161.13,Men,Trousers,876,1,UPI,Sikkim,Delivered,6,July
548,15,Ethnic SlateGray,6,Small,SlateGray,303.76,Men,Ethnic,1070,1,cashondelivery,Madhya Pradesh,Cancelled,16,April
549,26,Ethnic MediumSpringGreen,73,Large,MediumSpringGreen,626.31,Kids,Ethnic,172,4,UPI,Meghalaya,Cancelled,26,December
550,17,Trousers LightSkyBlue,44,Medium,LightSkyBlue,580.9,Women,Trousers,224,1,netbanking,Maharashtra,Returned,9,June
551,16,Western MediumTurquoise,14,Small,MediumTurquoise,19.47,Kids,Western,1480,4,netbanking,Mizoram,Returned,20,May
552,7,Western LightSalmon,52,Small,LightSalmon,839.51,Kids,Western,1098,3,UPI,Tamil Nadu,Cancelled,24,January
553,11,Casuals OldLace,100,Large,OldLace,482.69,Women,Casuals,1352,4,cashondelivery,Telangana,Cancelled,1,December
554,9,Western SteelBlue,98,Medium,SteelBlue,200.88,Kids,Western,896,3,netbanking,Maharashtra,Cancelled,26,April
555,5,Formals PaleTurquoise,51,Large,PaleTurquoise,204.35,Kids,Formals,193,3,cashondelivery,Chhattisgarh,Delivered,11,February
556,27,T-Shirts DarkOrange,27,Small,DarkOrange,582.67,Women,T-Shirts,776,1,cashondelivery,Kerala,Returned,18,October
557,19,Saree SpringGreen,14,Medium,SpringGreen,751.42,Women,Saree,671,4,UPI,Bihar,Delivered,20,November
558,25,Western GoldenRod,97,Medium,GoldenRod,869.4,Men,Western,1120,2,netbanking,Telangana,Delivered,11,May
559,8,Pants Orchid,37,Large,Orchid,440.86,Kids,Pants,709,1,netbanking,Telangana,Cancelled,16,October
560,7,Shirts Teal,57,Medium,Teal,852.06,Women,Shirts,634,2,netbanking,Haryana,Delivered,14,March
561,20,Saree MediumTurquoise,9,Small,MediumTurquoise,844.97,Kids,Saree,982,4,UPI,Punjab,Returned,26,December
562,6,Tops DarkMagenta,9,Small,DarkMagenta,965.32,Women,Tops,211,2,cashondelivery,Rajasthan,Returned,18,August
563,22,Western SlateBlue,69,Medium,SlateBlue,518.78,Kids,Western,60,2,netbanking,Sikkim,Returned,9,July
564,12,Casuals RosyBrown,44,Small,RosyBrown,477.5,Women,Casuals,1298,4,cashondelivery,Tamil Nadu,Cancelled,2,June
565,3,T-Shirts Gray,9,Small,Gray,929.66,Women,T-Shirts,793,4,UPI,West Bengal,Cancelled,2,February
566,4,Western WhiteSmoke,30,Large,WhiteSmoke,415.21,Women,Western,937,2,cashondelivery,Himachal Pradesh,Returned,11,December
567,28,Western LawnGreen,64,Large,LawnGreen,899.33,Men,Western,113,1,UPI,Assam,Cancelled,9,October
568,11,Shirts OldLace,37,Medium,OldLace,675.86,Women,Shirts,1119,4,cashondelivery,Haryana,Cancelled,8,June
569,19,Western DimGray,6,Medium,DimGray,354.32,Men,Western,423,1,cashondelivery,Bihar,Cancelled,23,May
570,21,T-Shirts LightBlue,64,Large,LightBlue,879.71,Kids,T-Shirts,1199,2,netbanking,Nagaland,Cancelled,21,August
571,7,Casuals Aqua,72,Small,Aqua,182.17,Women,Casuals,1095,4,UPI,Maharashtra,Cancelled,15,September
572,24,Saree MediumOrchid,29,Medium,MediumOrchid,82.59,Women,Saree,1085,4,UPI,Jharkhand,Returned,7,October
573,29,Western LightGray,79,Small,LightGray,129.06,Men,Western,465,3,UPI,Assam,Delivered,30,March
574,21,Trousers MediumOrchid,52,Large,MediumOrchid,475.97,Men,Trousers,339,1,netbanking,Mizoram,Delivered,20,April
575,27,Trousers DarkOliveGreen,26,Large,DarkOliveGreen,287.88,Kids,Trousers,360,3,UPI,Uttar Pradesh,Cancelled,8,May
576,13,T-Shirts Silver,23,Small,Silver,52.42,Kids,T-Shirts,803,4,netbanking,Kerala,Delivered,17,March
577,16,Western DarkMagenta,50,Small,DarkMagenta,132.96,Kids,Western,1101,4,netbanking,Assam,Delivered,26,March
578,5,Formals Black,60,Medium,Black,472.86,Kids,Formals,940,1,netbanking,Arunachal Pradesh,Delivered,29,April
579,16,Ethnic Teal,13,Medium,Teal,421.84,Men,Ethnic,282,2,netbanking,Meghalaya,Returned,11,November
580,29,Formals LightSkyBlue,78,Large,LightSkyBlue,213.03,Men,Formals,612,3,UPI,Gujarat,Cancelled,7,June
581,15,T-Shirts LemonChiffon,90,Medium,LemonChiffon,352.85,Women,T-Shirts,1465,1,cashondelivery,Bihar,Delivered,9,February
582,10,Ethnic LightSteelBlue,13,Large,LightSteelBlue,570.2,Men,Ethnic,424,2,cashondelivery,Gujarat,Delivered,19,December
583,26,Trousers YellowGreen,93,Medium,YellowGreen,105.75,Men,Trousers,109,2,netbanking,Meghalaya,Cancelled,2,November
584,16,Casuals DarkBlue,29,Large,DarkBlue,452.76,Men,Casuals,1372,3,UPI,Meghalaya,Returned,20,January
585,2,Saree DarkGreen,38,Medium,DarkGreen,256.08,Men,Saree,1274,4,netbanking,Assam,Returned,25,December
586,20,Jeans MediumBlue,45,Small,MediumBlue,626.24,Kids,Jeans,1401,1,UPI,Telangana,Cancelled,5,December
587,2,T-Shirts Gainsboro,15,Large,Gainsboro,19.46,Men,T-Shirts,225,1,UPI,Tripura,Returned,1,March
588,4,T-Shirts MediumPurple,93,Large,MediumPurple,675.4,Kids,T-Shirts,324,2,UPI,Meghalaya,Returned,2,October
589,24,Casuals GhostWhite,61,Large,GhostWhite,457.44,Kids,Casuals,332,3,UPI,Rajasthan,Delivered,8,June
590,27,Formals Lavender,44,Medium,Lavender,318.29,Women,Formals,929,2,UPI,Jharkhand,Delivered,6,December
591,30,Jeans Lime,30,Large,Lime,877.83,Kids,Jeans,452,1,cashondelivery,Jharkhand,Cancelled,23,December
592,14,Western DarkGoldenRod,70,Small,DarkGoldenRod,232.17,Men,Western,803,3,UPI,Uttarakhand,Returned,30,May
593,14,T-Shirts LightSkyBlue,99,Large,LightSkyBlue,289.4,Men,T-Shirts,1186,2,cashondelivery,Bihar,Cancelled,15,April
594,28,Pants SeaShell,25,Small,SeaShell,707.26,Kids,Pants,1236,1,UPI,Sikkim,Delivered,8,February
595,14,Ethnic SaddleBrown,16,Medium,SaddleBrown,217.82,Kids,Ethnic,378,2,UPI,Tripura,Delivered,20,November
596,1,T-Shirts LightPink,50,Large,LightPink,985.91,Men,T-Shirts,503,2,netbanking,Gujarat,Returned,30,September
597,18,Jeans Brown,23,Small,Brown,801.74,Men,Jeans,512,3,netbanking,Odisha,Delivered,26,February
598,1,Casuals CadetBlue,3,Medium,CadetBlue,288.48,Women,Casuals,1147,4,UPI,Karnataka,Returned,10,May
599,15,T-Shirts Turquoise,54,Medium,Turquoise,904.76,Women,T-Shirts,1442,3,cashondelivery,Meghalaya,Delivered,2,October
600,10,Saree HotPink,42,Medium,HotPink,610.36,Men,Saree,1037,3,netbanking,Punjab,Cancelled,1,November
601,10,Western MediumTurquoise,18,Small,MediumTurquoise,289.49,Kids,Western,268,2,netbanking,Meghalaya,Delivered,10,October
602,24,Shirts SlateBlue,63,Small,SlateBlue,101.68,Men,Shirts,1386,2,netbanking,Kerala,Cancelled,20,October
603,20,T-Shirts LightGoldenRodYellow,9,Small,LightGoldenRodYellow,699.46,Men,T-Shirts,1261,3,netbanking,Gujarat,Delivered,27,March
604,19,Casuals Tomato,85,Small,Tomato,968.32,Men,Casuals,966,4,netbanking,Arunachal Pradesh,Delivered,19,July
605,12,Shirts LavenderBlush,44,Small,LavenderBlush,814.36,Women,Shirts,159,2,UPI,Tamil Nadu,Returned,7,November
606,4,Saree Yellow,16,Large,Yellow,652.31,Kids,Saree,196,3,netbanking,Tripura,Delivered,27,August
607,2,Ethnic DarkGoldenRod,21,Medium,DarkGoldenRod,521.5,Kids,Ethnic,815,2,netbanking,Gujarat,Cancelled,10,July
608,10,Pants SlateGray,51,Small,SlateGray,67.03,Kids,Pants,1322,3,netbanking,Uttar Pradesh,Returned,22,September
609,28,Tops WhiteSmoke,61,Small,WhiteSmoke,185.59,Men,Tops,672,2,netbanking,Uttar Pradesh,Cancelled,6,August
610,27,Jeans Gainsboro,38,Small,Gainsboro,514.23,Women,Jeans,633,2,netbanking,Meghalaya,Cancelled,8,March
611,24,Ethnic DarkGoldenRod,86,Large,DarkGoldenRod,284.08,Kids,Ethnic,318,3,cashondelivery,Maharashtra,Cancelled,17,October
612,6,Jeans Teal,49,Small,Teal,141.75,Kids,Jeans,954,4,cashondelivery,Meghalaya,Delivered,30,November
613,29,Tops Cyan,22,Small,Cyan,760.76,Men,Tops,717,3,netbanking,Jharkhand,Returned,28,April
614,17,Pants LightSalmon,59,Medium,LightSalmon,207.43,Kids,Pants,392,3,netbanking,Telangana,Returned,25,August
615,4,T-Shirts Coral,68,Large,Coral,888.24,Kids,T-Shirts,239,1,UPI,Punjab,Cancelled,4,October
616,27,Tops DimGray,85,Small,DimGray,559.97,Kids,Tops,987,1,netbanking,Maharashtra,Delivered,18,August
617,17,Trousers MediumVioletRed,87,Large,MediumVioletRed,701.67,Kids,Trousers,613,1,UPI,Assam,Returned,13,April
618,15,Trousers SteelBlue,31,Large,SteelBlue,113.55,Men,Trousers,962,4,cashondelivery,Uttar Pradesh,Cancelled,20,July
619,23,Ethnic DarkViolet,29,Large,DarkViolet,951.89,Women,Ethnic,149,4,cashondelivery,Kerala,Delivered,30,October
620,11,Western LavenderBlush,1,Large,LavenderBlush,115.96,Kids,Western,1434,2,cashondelivery,Punjab,Returned,25,April
621,21,Trousers Linen,67,Large,Linen,615.97,Kids,Trousers,932,1,netbanking,Andhra Pradesh,Delivered,8,December
622,19,Ethnic WhiteSmoke,60,Large,WhiteSmoke,518.82,Kids,Ethnic,785,2,UPI,Gujarat,Returned,18,January
623,11,Shirts DarkGray,60,Medium,DarkGray,578.27,Women,Shirts,501,2,cashondelivery,Andhra Pradesh,Returned,26,June
624,23,Trousers DarkRed,89,Small,DarkRed,388.27,Kids,Trousers,608,1,cashondelivery,Uttarakhand,Returned,16,August
625,23,Formals SandyBrown,26,Medium,SandyBrown,307.23,Kids,Formals,248,1,cashondelivery,Goa,Cancelled,6,March
626,3,Shirts Gold,31,Small,Gold,418.37,Women,Shirts,1402,4,netbanking,Tamil Nadu,Returned,8,July
627,26,Western Turquoise,67,Medium,Turquoise,863.39,Women,Western,296,2,netbanking,Mizoram,Returned,11,August
628,4,Formals Tan,26,Medium,Tan,290.87,Women,Formals,602,4,UPI,Arunachal Pradesh,Cancelled,2,September
629,7,Trousers Red,46,Medium,Red,669.88,Kids,Trousers,151,2,netbanking,Chhattisgarh,Cancelled,19,April
630,29,Ethnic Salmon,52,Small,Salmon,711.57,Women,Ethnic,89,3,UPI,Meghalaya,Returned,16,February
631,14,Ethnic MediumSeaGreen,62,Small,MediumSeaGreen,165.58,Women,Ethnic,223,4,netbanking,Arunachal Pradesh,Cancelled,19,April
632,30,Jeans MediumBlue,14,Large,MediumBlue,979.9,Men,Jeans,1357,3,netbanking,Sikkim,Returned,9,June
633,26,Tops OldLace,76,Large,OldLace,96.01,Men,Tops,1371,2,cashondelivery,Uttarakhand,Cancelled,22,September
634,10,Tops SkyBlue,44,Large,SkyBlue,732.6,Women,Tops,1344,3,cashondelivery,Uttarakhand,Cancelled,22,July
635,12,Formals Aquamarine,53,Large,Aquamarine,921.99,Kids,Formals,1015,2,cashondelivery,Assam,Delivered,15,May
636,25,Saree DarkSlateBlue,10,Medium,DarkSlateBlue,417.7,Kids,Saree,985,3,cashondelivery,Haryana,Returned,2,September
637,26,Pants Cornsilk,95,Small,Cornsilk,397.11,Women,Pants,872,3,netbanking,Bihar,Cancelled,13,June
638,21,T-Shirts LightCyan,33,Medium,LightCyan,990.68,Men,T-Shirts,493,2,netbanking,Nagaland,Returned,14,October
639,21,Tops CornflowerBlue,61,Large,CornflowerBlue,887.79,Men,Tops,1032,2,UPI,Assam,Delivered,30,October
640,26,Trousers Coral,93,Large,Coral,298.95,Kids,Trousers,1460,3,cashondelivery,Kerala,Returned,12,August
641,21,Pants Azure,79,Large,Azure,992.49,Kids,Pants,708,2,UPI,Chhattisgarh,Returned,28,November
642,5,Western ForestGreen,2,Medium,ForestGreen,406.39,Men,Western,530,4,cashondelivery,Karnataka,Cancelled,16,August
643,9,Trousers YellowGreen,89,Medium,YellowGreen,641.46,Kids,Trousers,1447,4,netbanking,Odisha,Delivered,8,February
644,28,Trousers RosyBrown,73,Small,RosyBrown,914.56,Kids,Trousers,620,4,cashondelivery,Maharashtra,Cancelled,9,July
645,23,Tops Wheat,54,Small,Wheat,767.31,Women,Tops,236,3,netbanking,Tamil Nadu,Returned,8,May
646,29,Saree Gainsboro,90,Small,Gainsboro,385.94,Women,Saree,509,3,UPI,Nagaland,Delivered,24,April
647,4,Ethnic MediumSeaGreen,38,Small,MediumSeaGreen,439.15,Kids,Ethnic,50,1,cashondelivery,Maharashtra,Delivered,6,December
648,28,Shirts BurlyWood,83,Medium,BurlyWood,654.41,Men,Shirts,398,3,netbanking,Uttar Pradesh,Returned,5,September
649,25,Pants LemonChiffon,68,Medium,LemonChiffon,218.94,Men,Pants,102,3,netbanking,Andhra Pradesh,Delivered,7,November
650,2,Jeans PaleTurquoise,69,Small,PaleTurquoise,254.64,Men,Jeans,199,1,UPI,West Bengal,Returned,20,July
651,5,Pants Linen,70,Large,Linen,516.71,Men,Pants,76,2,UPI,Odisha,Delivered,3,May
652,19,Trousers LemonChiffon,50,Medium,LemonChiffon,309.09,Women,Trousers,1006,3,UPI,Goa,Returned,8,September
653,11,Jeans MintCream,31,Large,MintCream,96.83,Kids,Jeans,251,4,cashondelivery,Punjab,Delivered,18,March
654,10,Trousers BlanchedAlmond,76,Large,BlanchedAlmond,677.15,Women,Trousers,205,1,netbanking,Maharashtra,Delivered,25,March
655,21,Shirts DarkGreen,5,Medium,DarkGreen,800.02,Men,Shirts,51,1,netbanking,Karnataka,Cancelled,8,October
656,29,Formals PaleTurquoise,75,Large,PaleTurquoise,22.94,Men,Formals,194,1,UPI,Karnataka,Delivered,22,June
657,26,Western DarkGray,67,Medium,DarkGray,962.55,Women,Western,49,4,netbanking,Chhattisgarh,Cancelled,3,August
658,6,Tops DarkKhaki,80,Small,DarkKhaki,348.2,Women,Tops,122,4,cashondelivery,Sikkim,Delivered,25,September
659,19,Pants DarkCyan,39,Large,DarkCyan,935.18,Kids,Pants,727,4,UPI,Andhra Pradesh,Returned,15,June
660,24,Trousers GhostWhite,60,Large,GhostWhite,237.03,Women,Trousers,1261,4,netbanking,Mizoram,Delivered,1,September
661,5,T-Shirts Blue,69,Medium,Blue,413.7,Men,T-Shirts,559,3,UPI,Nagaland,Delivered,17,January
662,6,Shirts AliceBlue,60,Medium,AliceBlue,573.35,Women,Shirts,663,4,cashondelivery,Manipur,Returned,27,September
663,29,Pants DeepSkyBlue,10,Large,DeepSkyBlue,519.34,Men,Pants,907,1,netbanking,Gujarat,Returned,5,April
664,7,Formals DarkViolet,37,Large,DarkViolet,46.3,Women,Formals,344,3,UPI,Andhra Pradesh,Delivered,18,October
665,1,Ethnic Gold,10,Medium,Gold,213.82,Kids,Ethnic,299,4,netbanking,Andhra Pradesh,Returned,30,February
666,4,Trousers Olive,78,Medium,Olive,904.64,Women,Trousers,859,2,UPI,Tripura,Delivered,21,August
667,26,Tops MediumBlue,46,Medium,MediumBlue,480.79,Kids,Tops,1077,1,cashondelivery,Madhya Pradesh,Delivered,2,November
668,12,Shirts DarkTurquoise,72,Large,DarkTurquoise,101.25,Men,Shirts,1251,1,netbanking,Karnataka,Cancelled,10,April
669,20,Pants GreenYellow,6,Small,GreenYellow,97.2,Men,Pants,1003,2,netbanking,Uttarakhand,Cancelled,18,August
670,3,Jeans AliceBlue,38,Medium,AliceBlue,657.54,Kids,Jeans,1129,3,UPI,West Bengal,Returned,7,February
671,6,Jeans DeepPink,83,Medium,DeepPink,936.84,Kids,Jeans,445,2,UPI,West Bengal,Delivered,10,January
672,3,T-Shirts CadetBlue,20,Medium,CadetBlue,279.15,Kids,T-Shirts,54,4,cashondelivery,Punjab,Cancelled,30,May
673,25,Pants Chartreuse,82,Medium,Chartreuse,893.03,Kids,Pants,1021,3,netbanking,Manipur,Returned,29,December
674,5,T-Shirts MediumSpringGreen,46,Medium,MediumSpringGreen,157.41,Women,T-Shirts,1302,2,UPI,Rajasthan,Delivered,27,August
675,15,Shirts Peru,19,Small,Peru,913.08,Men,Shirts,113,3,netbanking,Uttarakhand,Cancelled,14,April
676,21,Saree LightPink,95,Large,LightPink,227.54,Women,Saree,846,4,cashondelivery,Punjab,Returned,19,April
677,27,Jeans MediumPurple,36,Medium,MediumPurple,165.73,Women,Jeans,1007,4,UPI,Madhya Pradesh,Returned,15,October
678,29,Western YellowGreen,100,Small,YellowGreen,92.44,Men,Western,654,4,netbanking,Rajasthan,Returned,7,March
679,15,Trousers SlateGray,25,Large,SlateGray,750.63,Kids,Trousers,831,2,netbanking,Jharkhand,Returned,5,June
680,1,Jeans MediumTurquoise,70,Medium,MediumTurquoise,562.34,Kids,Jeans,867,3,UPI,Karnataka,Delivered,27,January
681,14,Ethnic Brown,45,Medium,Brown,75.1,Men,Ethnic,753,4,cashondelivery,Andhra Pradesh,Cancelled,19,October
682,12,Jeans IndianRed,69,Large,IndianRed,755.79,Men,Jeans,1275,4,UPI,Bihar,Returned,17,July
683,25,Jeans BurlyWood,25,Medium,BurlyWood,294.65,Men,Jeans,1339,4,UPI,Rajasthan,Cancelled,9,August
684,23,Western RosyBrown,75,Large,RosyBrown,747.76,Women,Western,325,1,UPI,Kerala,Cancelled,1,March
685,21,Western LightSalmon,36,Small,LightSalmon,578.01,Kids,Western,1250,3,cashondelivery,Nagaland,Delivered,14,March
686,10,Saree RosyBrown,38,Medium,RosyBrown,281.24,Women,Saree,537,4,UPI,Punjab,Cancelled,3,October
687,11,T-Shirts PaleGreen,5,Small,PaleGreen,107.48,Women,T-Shirts,170,3,netbanking,Madhya Pradesh,Delivered,23,August
688,1,Tops LightSeaGreen,80,Medium,LightSeaGreen,728.49,Women,Tops,315,2,cashondelivery,Maharashtra,Cancelled,6,December
689,22,Shirts Olive,9,Medium,Olive,595.19,Kids,Shirts,925,1,UPI,Karnataka,Cancelled,17,April
690,23,Jeans GreenYellow,7,Small,GreenYellow,690.36,Kids,Jeans,869,1,cashondelivery,Madhya Pradesh,Returned,26,May
691,11,Casuals YellowGreen,47,Medium,YellowGreen,828.45,Men,Casuals,801,3,cashondelivery,Kerala,Returned,19,March
692,2,T-Shirts DeepPink,51,Medium,DeepPink,721.07,Kids,T-Shirts,1045,1,cashondelivery,Arunachal Pradesh,Cancelled,22,September
693,5,Formals Coral,80,Small,Coral,774.85,Men,Formals,982,4,UPI,Haryana,Returned,29,May
694,25,Trousers SaddleBrown,21,Large,SaddleBrown,458.16,Women,Trousers,584,3,netbanking,Nagaland,Returned,12,January
695,2,Casuals DarkSlateBlue,43,Medium,DarkSlateBlue,373.09,Women,Casuals,146,4,UPI,Andhra Pradesh,Returned,10,June
696,14,Ethnic Tomato,33,Large,Tomato,701.41,Men,Ethnic,1171,4,cashondelivery,Andhra Pradesh,Delivered,15,October
697,21,Jeans DeepSkyBlue,3,Small,DeepSkyBlue,475.23,Kids,Jeans,729,4,cashondelivery,Arunachal Pradesh,Cancelled,25,May
698,12,Ethnic OldLace,87,Medium,OldLace,394.02,Kids,Ethnic,1301,2,UPI,Arunachal Pradesh,Returned,2,May
699,22,Shirts Cyan,43,Large,Cyan,792.14,Men,Shirts,1012,4,UPI,Assam,Delivered,17,February
700,22,Casuals MediumSpringGreen,53,Medium,MediumSpringGreen,937.22,Men,Casuals,673,2,netbanking,Jharkhand,Returned,8,October
701,22,Pants LightCyan,17,Medium,LightCyan,549.78,Men,Pants,236,4,cashondelivery,Assam,Returned,17,March
702,25,Shirts MediumTurquoise,30,Large,MediumTurquoise,103.81,Men,Shirts,216,2,cashondelivery,Tripura,Returned,13,August
703,6,Saree PapayaWhip,75,Medium,PapayaWhip,731.96,Kids,Saree,321,2,cashondelivery,Sikkim,Cancelled,20,May
704,19,Shirts Teal,18,Large,Teal,972.79,Kids,Shirts,107,4,netbanking,Mizoram,Delivered,23,December
705,23,Ethnic Plum,12,Medium,Plum,450.14,Kids,Ethnic,1453,2,cashondelivery,Nagaland,Returned,1,September
706,26,T-Shirts RosyBrown,16,Medium,RosyBrown,733.27,Women,T-Shirts,836,2,UPI,Arunachal Pradesh,Cancelled,4,May
707,30,Saree PaleGoldenRod,99,Medium,PaleGoldenRod,182.29,Men,Saree,784,2,UPI,Haryana,Delivered,6,December
708,3,Jeans LightSalmon,14,Medium,LightSalmon,419.25,Women,Jeans,109,2,cashondelivery,Mizoram,Returned,25,April
709,18,Western LightSkyBlue,92,Small,LightSkyBlue,866.94,Men,Western,1412,2,UPI,Karnataka,Delivered,10,January
710,5,Trousers DarkRed,19,Small,DarkRed,161.47,Men,Trousers,1161,4,netbanking,Haryana,Returned,16,September
